AcresBurned,ArchiveYear,Counties,Fatalities,Injuries,Latitude,Longitude,Location,Name,Started,Extinguished,StructuresDamaged,StructuresDestroyed,MajorIncident,Duration_Days
64.0,2018,San Benito,,,36.64832,-121.03253,"Panoche Road, north of San Benito",Panoche Fire,2018-06-04 23:17:00+00:00,2019-01-04 10:13:00+00:00,,,False,213.0
63.0,2018,Santa Clara,,,37.1769444,-121.68694444,"Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill",Park Fire,2018-10-07 12:57:00+00:00,2019-01-04 08:57:00+00:00,,,False,88.0
63.0,2018,Shasta,,,40.741186,-122.649626,"Highland Ridge Rd & Trinity Mt Rd, French Gulch",Highland Fire,2018-07-20 13:26:00+00:00,2019-01-04 09:38:00+00:00,,,True,167.0
63.0,2018,Riverside,,,33.56349,-116.732032,off Benton Road and Crams Corner Drive in Anza,Benton Fire,2018-07-04 14:20:00+00:00,2019-01-04 09:56:00+00:00,,,False,183.0
63.0,2018,Siskiyou,,,41.83359,-122.99272,"Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest",Cherry Fire,2018-06-27 19:46:00+00:00,2019-01-04 09:59:00+00:00,,,False,190.0
63.0,2018,Stanislaus,,,37.32744,-121.10903,"Interstate 5 and Stuhr Rd, South of Patterson",Stuhr Fire,2018-05-29 12:58:00+00:00,2019-01-04 10:21:00+00:00,,,False,219.0
62.0,2018,Kern,,,34.86022,-118.87881,"off Lebec Road and Lebec Oaks Road, North of Lebec",Lebec Fire,2018-07-08 13:38:00+00:00,2019-01-04 09:54:00+00:00,,,False,179.0
62.0,2018,Los Angeles,,,34.53765,-118.75495,North of Lake Piru,Canyon Fire,2018-06-23 19:39:00+00:00,2019-01-04 10:01:00+00:00,,,False,194.0
62.0,2018,San Joaquin,,,38.24033,-121.09199,off East Liberty Road ,Liberty Fire,2018-06-11 12:16:00+00:00,2019-01-04 10:08:00+00:00,,,False,206.0
60.0,2018,Tehama,,,40.346652,-122.308479,"off Adams Road at Barr Lane, southwest of Cottonwood ",Adams Fire,2018-11-05 10:17:00+00:00,2019-01-04 08:50:00+00:00,,,False,59.0
60.0,2018,Lake,,,38.8275,-122.3625,"off Knoxville Road and Knoxville Devilhead Road, Knoxville",Grade Fire,2018-08-30 15:44:00+00:00,2019-01-04 09:12:00+00:00,,,False,126.0
60.0,2018,Madera,,,37.14663,-119.91223,"off Road 407 and Road 600, Community of Raymond",Raymond Fire,2018-06-15 11:46:00+00:00,2019-01-04 10:06:00+00:00,,,False,202.0
60.0,2018,San Luis Obispo,,,35.58354,-120.624135,"off Creston Road, east of Paso Robles",Creston FIre,2018-06-14 17:23:00+00:00,2019-01-04 10:06:00+00:00,,,False,203.0
60.0,2018,San Luis Obispo,,,35.663607,-120.670311,"off Buena Vista Road, north of Paso Robles",Vista Fire,2018-06-13 12:38:00+00:00,2019-01-04 10:07:00+00:00,,,False,204.0
60.0,2018,Santa Barbara,,,34.74245,-120.18236,"Alisos Canyon Rd, Santa Ynez, north of Santa Barbara ",Happy Fire,2018-05-17 12:53:00+00:00,2019-01-04 10:25:00+00:00,,,False,231.0
59.0,2018,San Diego,,,33.35505,-117.03134,"Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15",Agua Fire,2018-05-22 14:13:00+00:00,2019-01-04 10:23:00+00:00,,,False,226.0
58.0,2018,San Luis Obispo,,,35.17693,-120.48861,Off Lopez Drive east of Arroyo Grande,Camino Fire,2018-10-19 14:10:00+00:00,2019-01-04 08:52:00+00:00,,,False,76.0
56.0,2018,Lassen,,,40.95234,-121.21597,"Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills",3-10 Fire,2018-07-15 11:55:00+00:00,2019-01-04 09:44:00+00:00,,,False,172.0
56.0,2018,Contra Costa,,,37.79718,-121.85311,"off Bruce Lane and Joseph Lane, east of San Ramon",Bruce Fire,2018-07-08 16:45:00+00:00,2019-01-04 09:53:00+00:00,,,False,179.0
56.0,2018,Madera,,,37.0979,-119.75307,"Off Hwy 41 & Rd 406, south of ONeals",Experimental Fire,2018-05-23 14:30:00+00:00,2019-01-04 10:23:00+00:00,,,True,225.0
53.0,2018,San Bernardino,,,34.24138,-117.42431,"Cajon Blvd and Kenwood Ave, Devore",Keenbrook Fire,2018-09-26 10:56:00+00:00,2019-01-04 09:00:00+00:00,,,True,99.0
53.0,2018,Lassen,,,40.33642,-120.93005,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",Copper Fire,2018-09-22 14:41:00+00:00,2019-01-04 09:03:00+00:00,,,False,103.0
53.0,2018,Mariposa,,,37.47677,-119.84299,"off Boyer Road and Fox Hollow Lane, Community of Bootjack",Boyer Fire,2018-06-15 13:37:00+00:00,2019-01-04 10:05:00+00:00,,1.0,True,202.0
52.0,2018,Modoc,,,41.50105,-120.61108,"off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp",Kelley Fire,2018-07-14 20:46:00+00:00,2019-01-04 09:46:00+00:00,,,False,173.0
51.0,2018,San Luis Obispo,,,35.30151,-120.64398,"off Reservoir Canyon Road and Highway 101, east of San Luis Obispo",Reservoir Fire,2018-09-16 08:34:00+00:00,2019-01-04 09:04:00+00:00,,,False,110.0
51.0,2018,Shasta,,,40.824,-121.90215,"Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney",Crestline Fire,2018-07-24 15:24:00+00:00,2019-01-04 09:36:00+00:00,,,True,163.0
51.0,2018,Santa Clara,,,37.163594,-121.702547,at Hale Ave and Monterey St. in Morgan Hill ,Hale Fire,2018-07-10 16:45:00+00:00,2019-01-04 09:51:00+00:00,,,False,177.0
50.0,2018,Lake,,,38.91152,-122.86854,"Adobe Creek Rd & Peterson Ln, Kelseyville",Carder Fire,2018-07-21 14:40:00+00:00,2019-01-04 09:38:00+00:00,,1.0,True,166.0
50.0,2018,Tehama,,,40.27754,-122.11375,"Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake",Tuscan Fire,2018-07-15 17:15:00+00:00,2019-01-04 09:43:00+00:00,,,False,172.0
50.0,2018,Monterey,,,35.96689,-121.28185,"Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood",Haycamp Fire,2018-02-07 15:53:00+00:00,2019-01-03 09:43:00+00:00,,,False,329.0
48.0,2018,Alameda,,,37.69926,-122.02805,"I 580 and Paloverde Rd., Castro Valley",Castro Fire,2018-08-26 14:23:00+00:00,2019-01-04 09:14:00+00:00,,,False,130.0
45.0,2018,Contra Costa,,,37.86339,-122.12351,"Buckingham Dr and Moraga Rd, southwest of Walnut Creek ",Buckingham Fire,2018-07-02 14:25:00+00:00,2019-01-04 09:57:00+00:00,,,False,185.0
45.0,2018,Marin,,,38.07135,-122.76751,"Platform Bridge Rd. and Point Reyes Station, northeast of Olema ",Bridge Fire,1969-12-31 16:00:00+00:00,2019-01-04 09:22:00+00:00,,,False,17900.0
43.0,2018,Butte,,2.0,39.57202,-121.43131,"Off Highway 162 & Simmons Rd, Lake Oroville",Simmons Fire,2018-07-19 12:00:00+00:00,2019-01-04 09:40:00+00:00,,,True,168.0
40.0,2018,Riverside,,,33.56921,-116.154398,"Off Martinez Road & Avenue 66, Thermal",Martinez Fire,2018-07-23 14:55:00+00:00,2019-01-04 09:36:00+00:00,,,False,164.0
40.0,2018,Mariposa,,,37.28365,-119.97546,"Ben Hur Rd & Preston Rd, south of Ben Hur",Ben Fire,2018-07-19 13:07:00+00:00,2019-01-04 09:39:00+00:00,,,False,168.0
40.0,2018,Contra Costa,,,37.779209,-121.908976," off Montbretia Way and Ironwood, East of San Ramon",Iron Fire,2018-06-19 15:19:00+00:00,2019-01-04 10:04:00+00:00,,,False,198.0
40.0,2018,Butte,,,39.549167,-121.521111,"off Oregon Gulch Road, near View Lane, North of Oroville",Oregon Fire,2018-06-16 11:47:00+00:00,2019-01-04 10:05:00+00:00,,,False,201.0
39.0,2018,San Benito,,,36.796,-121.40604,"Hidden Valley Rd & Cienega Rd, south of Hollister",Hidden Fire,2018-07-25 14:11:00+00:00,2019-01-04 09:35:00+00:00,,,False,162.0
38.0,2018,Shasta,,,40.60866,-122.38366,"Lake Blvd & Masonic Ave, Redding",Masonic Fire,2018-10-14 11:33:00+00:00,2019-01-04 08:53:00+00:00,,,False,81.0
38.0,2018,San Diego,,,32.78031,-117.06782,"I-8 and College Ave, San Diego City",Adobe Fire,2018-06-03 16:16:00+00:00,2019-01-04 10:16:00+00:00,,,False,214.0
37.0,2018,San Luis Obispo,,,35.64917,-120.71907,"Paso Robles Rd & Adelaida Rd, west of Paso Robles",Mustang Fire,2018-07-21 15:01:00+00:00,2019-01-04 09:38:00+00:00,,,False,166.0
37.0,2018,Siskiyou,,,41.58233,-122.33769,"Martin Dr. and Stanton Drive, NE of Lake Shastina",Martin Fire,2018-06-03 16:14:00+00:00,2019-01-04 10:17:00+00:00,,,False,214.0
36.0,2018,Lake,,,38.981389,-122.97222,"Highland Springs Rd & Old Toll Rd, Kelseyville",Ridge Fire,2018-09-02 14:02:00+00:00,2019-01-04 09:11:00+00:00,,,False,123.0
36.0,2018,Riverside,,,33.640051,-117.085354,"Hidden Falls Road, Winchester",Winchester Fire,2018-08-27 10:49:00+00:00,2019-01-04 09:13:00+00:00,,,False,129.0
35.0,2018,Mendocino,,,39.62194,-123.28774,"near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo",Brushy Fire,2018-11-08 11:58:00+00:00,2019-01-04 08:49:00+00:00,,,False,56.0
35.0,2018,Riverside,,,33.759722,-117.460278,"off Terramor Road and Temescal Canyon Road, community of Temescal Valley",Terra Fire,2018-08-06 14:19:00+00:00,2019-01-04 09:23:00+00:00,,,False,150.0
35.0,2018,Shasta,,,40.95673,-121.6002,"Hwy 299 E & Hwy 89, east of Burney",Corner Fire,2018-07-29 16:22:00+00:00,2019-01-04 09:29:00+00:00,,,False,158.0
35.0,2018,San Benito,,,36.83036,-121.36446,"Fairview Rd and John Smith Rd, City of Hollister",Fairview Fire,2018-06-03 15:09:00+00:00,2019-01-04 10:17:00+00:00,,,False,214.0
34.0,2018,Kern,,,35.17156,-118.51651,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",Marcel Fire,2018-08-17 18:47:00+00:00,2019-01-04 09:16:00+00:00,,,False,139.0
34.0,2018,Alameda,,,37.71173,-121.55604,"Patterson Pass Road and Midway Rd, Altamont ",Patterson Fire,2018-07-25 16:05:00+00:00,2019-01-04 09:34:00+00:00,,,False,162.0
34.0,2018,Tulare,,,36.42638,-118.70443,"Mineral King Rd, Ash Mountain area",Horse Creek Fire,2018-07-19 16:25:00+00:00,2019-01-04 09:39:00+00:00,,,False,168.0
33.0,2018,Butte,,,39.84151,-121.62168,"Nimshew Rd & Centerville Rd, Magalia",Nimshew Fire,2018-09-24 00:41:00+00:00,2019-01-04 09:01:00+00:00,,,True,102.0
33.0,2018,Tehama,,,40.00293,-122.44008,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",Lariat Fire,2018-07-14 20:40:00+00:00,2019-01-04 09:46:00+00:00,,,False,173.0
33.0,2018,San Bernardino,,,34.17711,-117.15381,"Hwy 330 and Old City Creek Rd, Community of Running Springs",Creek Fire,2018-06-30 12:12:00+00:00,2019-01-04 09:57:00+00:00,,,False,187.0
33.0,2018,Tulare,,,0.0,0.0,"Road 136 and Avenue 440, Community of Orosi",Wilcox Fire,2018-02-18 13:45:00+00:00,2019-01-03 09:44:00+00:00,,,False,318.0
32.0,2018,Fresno,,,36.938674,-119.3127769," Bobs Flat Trail, 3 miles north of Trimmer",Eagle Fire,2018-10-02 15:45:00+00:00,2019-01-04 09:47:00+00:00,,,False,93.0
32.0,2018,Riverside,,,33.97902,-117.20534,off High Country Drive in Moreno Valley,Country Fire,2018-08-25 11:58:00+00:00,2019-01-04 09:15:00+00:00,,,False,131.0
32.0,2018,Lassen,,,41.08583,-121.05722,"Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber",3-18 Fire,2018-07-15 16:45:00+00:00,2019-01-04 09:42:00+00:00,,,False,172.0
32.0,2018,Lake,,,38.886518,-122.476381,"off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake",Creek Fire,2018-06-16 14:04:00+00:00,2019-01-04 10:05:00+00:00,,,False,201.0
31.0,2018,Shasta,,,40.62693,-122.23449,"off Hwy 299 E and Deschutes Rd, Bella Vista",Vista Fire,2018-07-08 14:41:00+00:00,2019-01-04 09:53:00+00:00,,,False,179.0
30.0,2018,Santa Clara,,,37.33563,-121.75815,"Quimby Rd & Borden Dr, East San Jose ",Quimby Fire,2018-09-23 16:23:00+00:00,2019-01-04 09:02:00+00:00,,,False,102.0
30.0,2018,Contra Costa,,,37.99618,-122.14097,"off Highway 4 and Alhambra Ave, Martinez",Alhambra Fire,2018-08-17 19:19:00+00:00,2019-01-04 09:17:00+00:00,,,False,139.0
30.0,2018,Alameda,,,37.533026,-121.79733,"Welch Creek Rd and Geary Rd., southeast of Sunol",Creek Fire,2018-08-04 17:32:00+00:00,2019-01-04 09:25:00+00:00,,,False,152.0
30.0,2018,Riverside,,,33.85852,-117.43521,"El Sobrante Road at McAllister Street, Lake Matthews",Sobrante Fire,2018-07-28 15:38:00+00:00,2019-01-04 09:30:00+00:00,,,False,159.0
30.0,2018,San Luis Obispo,,,35.68539,-120.95157,"off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)",Rock Fire,2018-07-21 15:50:00+00:00,2019-01-04 09:38:00+00:00,,,False,166.0
30.0,2018,Sacramento,,,38.595865,-121.17693,"off Grant Line Rd and White Rock Rd, southwest of Folsom",Grant Fire,2018-06-29 15:46:00+00:00,2019-01-04 09:58:00+00:00,,,False,188.0
30.0,2018,Fresno,,,35.92436,-119.94083,"25th Ave & Ultica Ave, south of Kettleman City",Aqueduct Fire,2018-04-12 14:30:00+00:00,2019-01-03 09:46:00+00:00,,,False,265.0
28.0,2018,San Diego,,,32.557566,-116.8663,north of the Meixcan border and east of the Otay port of entry,Border Fire,2018-07-17 14:05:00+00:00,2019-01-04 09:41:00+00:00,,,False,170.0
27.0,2018,Siskiyou,,,41.791859,-122.513883,"off Ager Road, northeast of Montague",Ager Fire,2018-05-19 13:04:00+00:00,2019-01-04 10:24:00+00:00,,,False,229.0
26.0,2018,Tulare,,,35.826333,-118.9821,"off Road 272 and Avenue 2, east of Delano",White Fire,2018-05-18 11:00:00+00:00,2019-01-04 10:24:00+00:00,,,False,230.0
25.0,2018,Riverside,,,33.80406,-116.93188,"off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba ",Soboba Fire,2018-09-14 19:32:00+00:00,2019-01-04 09:04:00+00:00,,,False,111.0
25.0,2018,Contra Costa,,,38.015323,-121.998967,"off Willow Pass Road at Evora Road, Baypoint",Willow Fire,2018-06-16 15:10:00+00:00,2019-01-04 10:05:00+00:00,,,False,201.0
25.0,2018,San Luis Obispo,,,35.71859,-120.64028,"Estrella Rd and Airport Rd, North of Paso Robles",Vineyard Fire,2018-05-29 13:11:00+00:00,2019-01-04 10:20:00+00:00,,,False,219.0
24.0,2018,Lake,,,38.91842,-122.85276,"Kelsey Creek Rd & Conklin Ln, Kelseyville",Kelsey Fire,2018-09-03 13:58:00+00:00,2019-01-04 09:11:00+00:00,,,True,122.0
23.0,2018,Riverside,,,33.946896,-117.066643,"Hwy 60 and Jack Rabbit Trail, Beaumont",Land Fire,2018-08-22 13:45:00+00:00,2019-01-04 09:15:00+00:00,,,False,134.0
23.0,2018,Contra Costa,,,37.99113,-121.86473,Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg,Glen Fire,2018-06-02 12:42:00+00:00,2019-01-04 10:19:00+00:00,,,False,215.0
23.0,2018,Tehama,,,40.201826,-122.29388,"Plymire Rd and Deer Valley Rd, West of Red Bluff ",Plymire Fire,2018-06-01 16:07:00+00:00,2019-01-04 10:19:00+00:00,,,False,216.0
22.0,2018,Mariposa,,,37.69965,-120.0545,"Texas Hill Rd and Bondurant Mine Rd, east of Coulterville",Wagner Fire,2018-08-04 13:57:00+00:00,2019-01-04 09:24:00+00:00,,7.0,False,152.0
21.0,2018,Riverside,,,33.86439,-117.48144,"Tin Mine Rd, north of the Cajalco Expressway",Meadow Fire,2018-04-09 18:18:00+00:00,2019-01-03 09:46:00+00:00,,,False,268.0
20.0,2018,Contra Costa,,,37.81111,-121.7944,"Off Morgan Territory Rd & Storybook Ln, east of San Ramon",Morgan Fire,2018-11-15 13:31:00+00:00,2019-01-04 08:44:00+00:00,,,False,49.0
20.0,2018,Alameda,,,37.61158,-121.94182," off Palomares Road Niles Canyon Road, northwest of Sunol",Niles Fire,2018-11-14 14:56:00+00:00,2019-01-04 08:45:00+00:00,,,False,50.0
20.0,2018,Santa Clara,,,37.07793,-121.600023,"Monterey Road and Church Ave, San Martin",Church Fire,2018-07-25 16:14:00+00:00,2019-01-04 09:33:00+00:00,,,False,162.0
20.0,2018,Alameda,,,37.627119,-121.806775,"off Vallecitos Road and Little Valley, south of Livermore",Vallecitos Fire,2018-06-17 15:56:00+00:00,2019-01-04 10:04:00+00:00,,,False,200.0
20.0,2018,Riverside,,,33.524412,-116.821724,"off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga",Bridle Fire,2018-06-14 17:02:00+00:00,2019-01-04 10:06:00+00:00,,,False,203.0
20.0,2018,Butte,,,39.602703,-121.617698,"off Highway 70 at Table Mountain Road, north of Oroville",70 Fire,2018-06-14 15:18:00+00:00,2019-01-04 10:07:00+00:00,,,False,203.0
20.0,2018,Los Angeles,,,34.110516,-118.427886,off Westwanda Drive and Benedict Canyon Drive,Portola Fire ,2018-06-12 14:56:00+00:00,2019-01-04 10:07:00+00:00,,,False,205.0
20.0,2018,Plumas,,,39.89075,-120.18499,"Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot",French Fire,2018-04-26 15:00:00+00:00,2019-01-04 10:27:00+00:00,,,False,252.0
18.0,2018,San Diego,,,33.40178,-117.27467,"De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base",Jacques Fire,2018-05-09 22:00:00+00:00,2019-01-04 10:26:00+00:00,,,False,239.0
18.0,2018,Riverside,,,33.88744,-117.16232,"Via Del Lago and Alta Calle, Lake Perris, Moreno Valley",Lago Fire,2018-04-22 13:35:00+00:00,2019-01-03 13:10:00+00:00,,,False,255.0
17.0,2018,Santa Cruz,,,37.0125,-122.046,"off Highway 9 and Rincon Crossing, north of Santa Cruz  ",Rincon Fire,2018-11-03 21:28:00+00:00,2019-01-04 08:50:00+00:00,,,True,61.0
17.0,2018,Amador,,,38.265645,-120.892404,"off China Gulch Road and Comanche Parkway North, Jackson Valley",China Fire,2018-06-17 13:58:00+00:00,2019-01-04 10:05:00+00:00,,,False,200.0
17.0,2018,Riverside,,,33.742,-117.28189,"Highway 74 and Ethanac Rd, City of Perris",Ethanac Fire,2018-06-03 14:17:00+00:00,2019-01-04 10:17:00+00:00,,,False,214.0
16.0,2018,Nevada,,,39.10494,-121.07039,"off Oak Lane and Buck Mountain Road, south of Grass Valley",Oak Fire,2018-08-12 14:20:00+00:00,2019-01-04 09:19:00+00:00,,,False,144.0
16.0,2018,Humboldt,,,41.34453,-123.85404,Highway 169 in Pecwan,Johnson Fire,2018-07-15 16:14:00+00:00,2019-01-04 09:43:00+00:00,,,False,172.0
16.0,2018,Santa Clara,,,37.21803,-121.76828,"Keeler Court and Santa Teresa Blvd., south of San Jose",Keeler Fire,2018-05-27 17:05:00+00:00,2019-01-04 10:22:00+00:00,,,False,221.0
15.0,2018,Siskiyou,,,41.94046,-122.43933,1 mile northwest of Iron Gate Dam,Iron Gate Fire,2018-10-10 21:50:00+00:00,2019-01-04 08:55:00+00:00,,,False,85.0
15.0,2018,Modoc,,,41.52123,-120.72362,"East of Essex Reservoir, northeast of Canby.",Essex Fire,2018-09-02 14:53:00+00:00,2019-01-04 09:11:00+00:00,,,False,123.0
15.0,2018,Riverside,,,33.467999,-117.003829,"Hwy 79 & Woodchuck Road, Temecula",Woodchuck Fire,2018-05-04 18:53:00+00:00,2019-01-04 10:26:00+00:00,,,False,244.0
15.0,2018,Riverside,,,33.711263,-116.164058,"Tyler Street and Vista Del Sur, Coachella, City of Coachella",Tyler Fire,2018-04-15 04:38:00+00:00,2019-01-03 09:46:00+00:00,,,True,263.0
14.0,2018,San Diego,,,33.05737,-116.77154,"off Old Julian Highway and Creek Hollow, west of Ramona",Casner Fire,2018-08-06 10:31:00+00:00,2019-01-04 09:24:00+00:00,,,False,150.0
14.0,2018,San Luis Obispo,,,35.70086,-120.97339,"off Gage Irving Road, South Lake Nacimiento",Camp Fire,2018-07-17 11:13:00+00:00,2019-01-04 09:41:00+00:00,,,False,170.0
14.0,2018,Lassen,,,39.99309,-120.02137,"off Homestead Ranch Road, southeast of Doyle ",3-2 Fire,2018-07-14 15:00:00+00:00,2019-01-04 09:45:00+00:00,,,False,173.0
14.0,2018,Yolo,,,38.64953,-122.01762,"County Road 25 and County Road 86A, community of Madison north of Winters       ",Madison FIre,2018-06-01 13:31:00+00:00,2019-01-04 10:20:00+00:00,,,False,216.0
13.0,2018,Shasta,,,40.678889,-122.400556,"Ranchera Road and Hill Boulevard, Shasta Lake City",Ranchera Fire,2018-09-04 14:43:00+00:00,2019-01-04 09:08:00+00:00,,,False,121.0
13.0,2018,San Diego,,,33.04898,-116.78928,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",Cinnamon Fire,2018-07-20 13:07:00+00:00,2019-01-04 09:39:00+00:00,1.0,0.0,True,167.0
13.0,2018,Fresno,,,36.10499,-120.55324,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",Coldwell Fire,2018-06-02 09:55:00+00:00,2019-01-04 10:18:00+00:00,,,False,216.0
12.0,2018,Shasta,,,40.49618,-122.51597,"Cloverdale & Clear Creek, Near the community of Igo",Tower Fire,2018-10-14 06:45:00+00:00,2019-01-04 08:54:00+00:00,,,False,82.0
12.0,2018,El Dorado,,,38.7448,-120.65672,Meyers Rd in Camino,Meyers Fire,2018-09-20 12:39:00+00:00,2019-01-04 09:03:00+00:00,,4.0,True,105.0
12.0,2018,San Bernardino,,,34.171786,-117.35606,Muscoy,Gray Fire,2018-07-13 14:32:00+00:00,2019-01-04 09:47:00+00:00,,,False,174.0
12.0,2018,Madera,,,37.22791,-119.50461,"in the area of Road 230 and Road 225, North Fork",School Fire,2018-07-10 17:31:00+00:00,2019-01-04 09:50:00+00:00,,,False,177.0
12.0,2018,Marin,,,37.97638,-122.5275,"Mission Avenue and C Street, City of San Rafael",Mission Fire,2018-06-09 15:30:00+00:00,2019-01-04 10:09:00+00:00,,,False,208.0
12.0,2018,San Diego,,,33.40769,-117.22974,"Vista Del Lago/Via Ranchitos, Fallbrook",Vista Fire,2018-06-05 13:45:00+00:00,2019-01-04 10:11:00+00:00,,,False,212.0
12.0,2018,Siskiyou,,,41.64805,-122.98442,"Meamber Creek Road, 8 miles west of Fort Jones",Meamber Fire,2018-06-04 15:08:00+00:00,2019-01-04 10:13:00+00:00,,,False,213.0
12.0,2018,San Luis Obispo,,,35.75737,-120.91793,"Lake Nacimiento, 10 miles west of Paso Robles",Resort Fire,2018-06-03 16:11:00+00:00,2019-01-04 10:17:00+00:00,,,False,214.0
12.0,2018,Napa,,,38.16303,-122.23059,"American Canyon Rd, East of American Canyon",Bellagio Fire,2018-05-21 11:56:00+00:00,2019-01-04 10:23:00+00:00,,,False,227.0
12.0,2018,Alameda,,,37.73835,-121.6039,"Grant Line Road and I-580, east of Livermore",Grant Fire,2018-05-14 13:06:00+00:00,2019-01-04 10:25:00+00:00,,,False,234.0
12.0,2018,San Diego,,,33.12213,-116.58759,"Volcan Road and Farmer Road, north of the community of Julian",Volcan Fire,2018-05-10 20:41:00+00:00,2019-01-04 10:25:00+00:00,,,False,238.0
11.0,2018,Butte,,,39.66492,-121.51772,"south of Rich Gulch, near Lake Oroville",Dark Fire,2018-07-10 12:42:00+00:00,2019-01-04 09:51:00+00:00,,,False,177.0
11.0,2018,Madera,,,37.19817,-119.80414,"Cornerstone Court, Yosemite Lakes",Cornerstone Fire,2018-07-09 17:54:00+00:00,2019-01-04 09:52:00+00:00,,,False,178.0
11.0,2018,Riverside,,,33.47413,-117.31468,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",Grande Fire,2018-06-03 13:38:00+00:00,2019-01-04 10:18:00+00:00,,,False,214.0
11.0,2018,Shasta,,,40.4635,-121.77419,"Rock Creek Rd, SE of Shingletown",Rock Fire,2018-03-27 16:20:00+00:00,2019-01-03 09:45:00+00:00,,,False,281.0
10.0,2018,Santa Cruz,,,37.12857,-122.12036,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",Bear Fire ,2018-11-16 11:01:00+00:00,2019-01-04 08:44:00+00:00,,,False,48.0
10.0,2018,Humboldt,,,40.888785,-124.001849,off Highway 299 in the area of Green Hill,Green Hill Fire,2018-11-12 17:39:00+00:00,2019-01-04 08:46:00+00:00,,,False,52.0
10.0,2018,Butte,,,39.93427,-121.54103,"Upper Powellton Rd and Skyway, north of Stirling City",Powellton Fire,2018-10-15 11:57:00+00:00,2019-01-04 08:52:00+00:00,,,False,80.0
10.0,2018,Riverside,,,33.627006,-117.171731,off Scenic View Drive and Keller Road,Keller Fire,2018-08-19 15:55:00+00:00,2019-01-04 09:16:00+00:00,,,False,137.0
10.0,2018,Napa,,,38.27229,-122.26389,Napa Vallejo Highway and Syar Industrial Way,Syar Fire,2018-08-09 14:21:00+00:00,2019-01-04 09:20:00+00:00,,,False,147.0
10.0,2018,Siskiyou,,,41.632373,-122.37985,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",Lott Fire,2018-07-17 19:03:00+00:00,2019-01-04 09:40:00+00:00,,,False,170.0
10.0,2018,San Diego,,,32.619855,-116.764733,off Highway 94 and Community Building Road near Dulzura,Building Fire,2018-07-06 10:11:00+00:00,2019-01-04 09:55:00+00:00,,,False,181.0
10.0,2018,Butte,,,39.6139,-121.954098,"at the Llano Seco Ranch, south of Chico",Llano Fire,2018-06-29 11:44:00+00:00,2019-01-04 09:58:00+00:00,,,False,188.0
10.0,2018,San Luis Obispo,,,35.05747,-120.39295,"Suey Creek Road & Crystal Springs, east of Nipomo",Creek Fire,2018-06-21 16:45:00+00:00,2019-01-04 10:03:00+00:00,,12.0,False,196.0
10.0,2018,Monterey,,,35.77017,-120.57833,"Ranchita Canyon Road, southwest of the town of Parkfield",Ranchita Fire,2018-06-19 16:06:00+00:00,2019-01-04 10:04:00+00:00,,,False,198.0
10.0,2018,Sonoma,,,38.245151,-122.44408,"Hwy 12 and Broadway, Schellville ",Pallet Fire,2018-06-05 13:03:00+00:00,2019-01-04 10:12:00+00:00,,,False,212.0
10.0,2018,San Diego,,,32.75072,-116.92404,"Greenwick Rd and Brabham St, Community of Rancho San Diego",Green Fire,2018-06-03 18:23:00+00:00,2019-01-04 10:16:00+00:00,,,False,214.0
10.0,2018,Tehama,,,39.80827,-122.3307,Black Butte Lake and Newville Road west of Orland,Black Fire,2018-06-03 08:55:00+00:00,2019-01-04 10:18:00+00:00,,,False,215.0
10.0,2018,Riverside,,,33.45014,-117.22215,"Calle Jardin  and Calle Uva, Temecula",Jardin Fire,2018-06-02 15:53:00+00:00,2019-01-04 10:18:00+00:00,,,False,215.0
10.0,2018,Riverside,,,33.53924,-116.10231,"Highway 86 Expressway and Avenue 70, Thermal",70th Fire,2018-05-28 07:23:00+00:00,2019-01-04 10:21:00+00:00,,,False,221.0
